Symbol,Sector,Industry,Cap_Class
20MICRONS,Metals & Mining,Industrial Minerals,Small Cap
21STCENMGM,Financial Services,Other Capital Market related Services,Small Cap
360ONE,Financial Services,Stockbroking & Allied,Large Cap
3MINDIA,Diversified,Diversified,Large Cap
3PLAND,Financial Services,Investment Company,Small Cap
5PAISA,Financial Services,Stockbroking & Allied,Small Cap
63MOONS,Information Technology,Computers - Software & Consulting,Small Cap
AAATECH,Services,Consulting Services,Small Cap
AADHARHFC,Financial Services,Housing Finance Company,Mid Cap
AAREYDRUGS,Healthcare,Pharmaceuticals,Small Cap
AARON,Construction,Civil Construction,Small Cap
AARTECH,Capital Goods,Heavy Electrical Equipment,Small Cap
AARTIDRUGS,Healthcare,Pharmaceuticals,Small Cap
AARTIIND,Chemicals,Specialty Chemicals,Mid Cap
AARTIPHARM,Healthcare,Pharmaceuticals,Mid Cap
AARTISURF,Chemicals,Specialty Chemicals,Small Cap
AARVI,Services,Diversified Commercial Services,Small Cap
AAVAS,Financial Services,Housing Finance Company,Mid Cap
ABB,Capital Goods,Heavy Electrical Equipment,Large Cap
ABBOTINDIA,Healthcare,Pharmaceuticals,Large Cap
ABCAPITAL,Financial Services,Investment Company,Large Cap
ABCOTS,Textiles,Other Textile Products,Small Cap
ABDL,FMCG,Breweries & Distilleries,Mid Cap
ABFRL,Consumer Services,Speciality Retail,Mid Cap
ABLBL,consumer discretionary,textiles - products,Mid Cap
ABMINTLLTD,Services,Trading & Distributors,Small Cap
ABREL,Realty,Residential- Commercial Projects,Mid Cap
ABSLAMC,Financial Services,Asset Management Company,Large Cap
ACC,Construction Materials,Cement & Cement Products,Large Cap
ACCELYA,Information Technology,Computers - Software & Consulting,Small Cap
ACE,Capital Goods,Construction Vehicles,Mid Cap
ACI,Chemicals,Specialty Chemicals,Mid Cap
ACL,Construction Materials,Cement & Cement Products,Small Cap
ACMESOLAR,Construction,Civil Construction,Mid Cap
ACUTAAS,Financial ServHealthcareices,pharmaceuticals - indian - bulk drugs,Large Cap
ADANIENSOL,Power,Power Distribution,Large Cap
ADANIENT,Metals & Mining,Trading - Minerals,Large Cap
ADANIGREEN,Power,Power Generation,Large Cap
ADANIPORTS,Services,Port & Port services,Large Cap
ADANIPOWER,Power,Integrated Power Utilities,Large Cap
ADFFOODS,FMCG,Packaged Foods,Small Cap
ADL,Consumer Durables,Plywood Boards/ Laminates,Small Cap
ADOR,industrials,Electrodes & Refractories,Small Cap
ADSL,Information Technology,IT Enabled Services,Small Cap
ADVANCE,Chemicals,pesticides / agrochemicals - indian,Small Cap
ADVANIHOTR,Consumer Services,Hotels & Resorts,Small Cap
ADVENTHTL,Services,Hotels & Resorts,Small Cap
ADVENZYMES,Healthcare,Biotechnology,Small Cap
AEGISLOG,"Oil, Gas & Consumable Fuels",LPG/CNG/PNG/LNG Supplier,Large Cap
AEGISVOPAK,transportation,miscellaneous,Mid Cap
AEQUS,industrials,engineering,Mid Cap
AEROENTER,Metals & Mining,steel - medium / small,Small Cap
AEROFLEX,Capital Goods,Iron & Steel Products,Small Cap
AERONEU,industrials,Packaging,Small Cap
AETHER,Chemicals,Specialty Chemicals,Mid Cap
AFCONS,Construction,Civil Construction,Mid Cap
AFFLE,Information Technology,IT Enabled Services,Large Cap
AFFORDABLE,Capital Goods,Industrial Products,Small Cap
AFSL,Financial Services,Financial Institution,Small Cap
AGARIND,Chemicals,Petrochemicals,Small Cap
AGARWALEYE,Financial ServHealthcareices,healthcare,Mid Cap
AGI,Capital Goods,Packaging,Small Cap
AGIIL,Realty,"Residential, Commercial Projects",Small Cap
AGRITECH,FMCG,Other Agricultural Products,Small Cap
AGROPHOS,Chemicals,Fertilizers,Small Cap
AHCL,Chemicals,chemicals,Small Cap
AHLADA,Capital Goods,Iron & Steel Products,Small Cap
AHLEAST,Consumer Services,Hotels & Resorts,Small Cap
AHLUCONT,Construction,Civil Construction,Small Cap
AIAENG,Capital Goods,Castings & Forgings,Large Cap
AIIL,Financial Services,Non Banking Financial Company (NBFC),Mid Cap
AIROLAM,Consumer Durables,Plywood Boards/ Laminates,Small Cap
AJANTPHARM,Healthcare,Pharmaceuticals,Large Cap
AJAXENGG,industrials,engineering,Small Cap
AJMERA,Realty,"Residential, Commercial Projects",Small Cap
AKSHARCHEM,Chemicals,Dyes And Pigments,Small Cap
AKUMS,Healthcare,Pharmaceuticals,Mid Cap
AKZOINDIA,Consumer Durables,Paints,Mid Cap
ALBERTDAVD,Healthcare,Pharmaceuticals,Small Cap
ALEMBICLTD,Realty,"Residential, Commercial Projects",Small Cap
ALICON,Automobile and Auto Components,Auto Components & Equipments,Small Cap
ALIVUS,Financial ServHealthcareices,pharmaceuticals - indian - bulk drugs & formln,Mid Cap
ALKALI,Chemicals,Specialty Chemicals,Small Cap
ALKEM,Healthcare,Pharmaceuticals,Large Cap
ALKYLAMINE,Chemicals,Specialty Chemicals,Mid Cap
ALLDIGI,Services,Business Process Outsourcing (BPO)/ Kno,Small Cap
ALLTIME,plastic products,plastics products,Small Cap
ALOKINDS,Textiles,Other Textile Products,Mid Cap
ALPA,Healthcare,Pharmaceuticals,Small Cap
ALPHAGEO,"Oil, Gas & Consumable Fuels",Offshore Support Solution Drilling,Small Cap
AMANTA,Financial ServHealthcareices,pharmaceuticals - indian - bulk drugs & formln,Small Cap
AMBER,Consumer Durables,Household Appliances,Large Cap
AMBIKCO,Textiles,Other Textile Products,Small Cap
AMBUJACEM,Construction Materials,Cement & Cement Products,Large Cap
AMDIND,Capital Goods,Packaging,Small Cap
AMJLAND,Realty,"Residential, Commercial Projects",Small Cap
AMNPLST,Chemicals,Commodity Chemicals,Small Cap
AMRUTANJAN,Healthcare,Pharmaceuticals,Small Cap
ANANDRATHI,Financial Services,Financial Products Distributor,Large Cap
ANANTRAJ,Realty,"Residential, Commercial Projects",Mid Cap
ANDHRAPAP,Forest Materials,Paper & Paper Products,Small Cap
ANDHRSUGAR,Chemicals,Commodity Chemicals,Small Cap
ANGELONE,Financial Services,Stockbroking & Allied,Small Cap
ANIKINDS,Services,Trading & Distributors,Small Cap
ANTELOPUS,energy,oil drilling / allied services,Small Cap
ANTHEM,Financial ServHealthcareices,pharmaceuticals - indian - bulk drugs & formln,Large Cap
ANUHPHR,Financial ServHealthcareices,pharmaceuticals - indian - bulk drugs,Small Cap
ANUP,Capital Goods,Industrial Products,Small Cap
ANURAS,Chemicals,Specialty Chemicals,Mid Cap
APARINDS,Capital Goods,Other Electrical Equipment,Large Cap
APCL,Construction Materials,Cement & Cement Products,Small Cap
APCOTEXIND,Capital Goods,Rubber,Small Cap
APEX,FMCG,Seafood,Small Cap
APLAPOLLO,Capital Goods,Iron & Steel Products,Large Cap
APLLTD,Healthcare,Pharmaceuticals,Mid Cap
APOLLO,Capital Goods,Aerospace & Defense,Mid Cap
APOLLOHOSP,Healthcare,Hospital,Large Cap
APOLLOPIPE,Capital Goods,Plastic Products - Industrial,Small Cap
APOLLOTYRE,Automobile and Auto Components,Tyres & Rubber Products,Large Cap
APOLSINHOT,Consumer Services,Hotels & Resorts,Small Cap
APTECHT,Consumer Services,Education,Small Cap
APTUS,Financial Services,Housing Finance Company,Mid Cap
ARCHIDPLY,Consumer Durables,Plywood Boards/ Laminates,Small Cap
ARE&M,Automobile and Auto Components,Auto Components & Equipments,Mid Cap
ARENTERP,Metals & Mining,Trading - Minerals,Small Cap
ARFIN,Metals & Mining,aluminium and aluminium products,Small Cap
ARIES,Chemicals,Fertilizers,Small Cap
ARIHANTCAP,Financial Services,Stockbroking & Allied,Small Cap
ARIHANTSUP,Realty,"Residential, Commercial Projects",Small Cap
ARISINFRA,Services,trading,Small Cap
ARKADE,Realty,Residential- Commercial Projects,Small Cap
ARMANFIN,Financial Services,Non Banking Financial Company (NBFC),Small Cap
AROGRANITE,Consumer Durables,Granites & Marbles,Small Cap
ARROWGREEN,Capital Goods,Packaging,Small Cap
ARSSBL,Financial Services,Financial Institution,Small Cap
ARTEMISMED,Healthcare,Hospital,Small Cap
ARTNIRMAN,Realty,"Residential, Commercial Projects",Small Cap
ARVEE,Chemicals,Specialty Chemicals,Small Cap
ARVIND,Textiles,Garments & Apparels,Mid Cap
ARVINDFASN,Consumer Services,Speciality Retail,Mid Cap
ARVSMART,Realty,"Residential, Commercial Projects",Small Cap
ASAHIINDIA,Automobile and Auto Components,Auto Components & Equipments,Large Cap
ASAHISONG,Chemicals,Dyes And Pigments,Small Cap
ASAL,Automobile and Auto Components,Auto Components & Equipments,Small Cap
ASALCBR,FMCG,Breweries & Distilleries,Small Cap
ASHAPURMIN,Metals & Mining,Industrial Minerals,Small Cap
ASHIANA,Realty,"Residential, Commercial Projects",Small Cap
ASHOKA,Construction,Civil Construction,Small Cap
ASHOKLEY,Capital Goods,Commercial Vehicles,Large Cap
ASIANENE,"Oil, Gas & Consumable Fuels",Oil Equipment & Services,Small Cap
ASIANHOTNR,Consumer Services,Hotels & Resorts,Small Cap
ASIANPAINT,Consumer Durables,Paints,Large Cap
ASIANTILES,Consumer Durables,Ceramics,Small Cap
ASKAUTOLTD,Automobile and Auto Components,Auto Components & Equipments,Mid Cap
ASPINWALL,Services,Logistics Solution Provider,Small Cap
ASTEC,Chemicals,Pesticides & Agrochemicals,Small Cap
ASTERDM,Healthcare,Hospital,Large Cap
ASTRAL,Capital Goods,Plastic Products - Industrial,Large Cap
ASTRAMICRO,Capital Goods,Aerospace & Defense,Mid Cap
ASTRAZEN,Healthcare,Pharmaceuticals,Mid Cap
ATALREAL,Realty,"Residential, Commercial Projects",Small Cap
ATAM,Capital Goods,Industrial Products,Small Cap
ATGL,"Oil, Gas & Consumable Fuels",LPG/CNG/PNG/LNG Supplier,Large Cap
ATHERENERG,Automobile and Auto Components,automobiles - scooters and 3 - wheelers,Large Cap
ATLANTAA,Services,"Road Assets–Toll, Annuity, Hybrid-Ann",Small Cap
ATLANTAELE,industrials,electric equipment,Mid Cap
ATLASCYCLE,consumer discretionary,cycles and accessories,Small Cap
ATUL,Chemicals,Specialty Chemicals,Mid Cap
ATULAUTO,Capital Goods,Commercial Vehicles,Small Cap
AUBANK,Financial Services,Other Bank,Large Cap
AURIONPRO,Information Technology,Computers - Software & Consulting,Small Cap
AUROPHARMA,Healthcare,Pharmaceuticals,Large Cap
AURUM,Information Technology,IT Enabled Services,Small Cap
AUSOMENT,Consumer Durables,"Gems, Jewellery And Watches",Small Cap
AUTOAXLES,Automobile and Auto Components,Auto Components & Equipments,Small Cap
AUTOIND,Automobile and Auto Components,Auto Components & Equipments,Small Cap
AVADHSUGAR,FMCG,Sugar,Small Cap
AVALON,Capital Goods,Other Electrical Equipment,Mid Cap
AVANTEL,Telecommunication,Telecom - Infrastructure,Small Cap
AVANTIFEED,FMCG,Animal Feed,Mid Cap
AVG,Services,Logistics Solution Provider,Small Cap
AVL,Consumer Services,Speciality Retail,Mid Cap
AVROIND,Consumer Durables,Plastic Products - Consumer,Small Cap
AVTNPL,FMCG,Other Agricultural Products,Small Cap
AWFIS,Services,Diversified Commercial Services,Small Cap
AWHCL,Utilities,Waste Management,Small Cap
AWL,FMCG,Edible Oil,Large Cap
AXISBANK,Financial Services,Private Sector Bank,Large Cap
AXISCADES,Information Technology,IT Enabled Services,Mid Cap
AYMSYNTEX,Textiles,Other Textile Products,Small Cap
AZAD,Capital Goods,Heavy Electrical Equipment,Mid Cap
BAFNAPH,Healthcare,Pharmaceuticals,Small Cap
BAJAJ-AUTO,Automobile and Auto Components,2/3 Wheelers,Large Cap
BAJAJCON,FMCG,Personal Care,Small Cap
BAJAJELEC,Consumer Durables,Household Appliances,Small Cap
BAJAJFINSV,Financial Services,Holding Company,Large Cap
BAJAJHCARE,Healthcare,Pharmaceuticals,Small Cap
BAJAJHFL,Financial Services,Housing Finance Company,Large Cap
BAJAJHLDNG,Financial Services,Holding Company,Large Cap
BAJAJINDEF,industrials,engineering,Small Cap
BAJEL,Power,Integrated Power Utilities,Small Cap
BAJFINANCE,Financial Services,Non Banking Financial Company (NBFC),Large Cap
BALAJEE,Capital Goods,Packaging,Small Cap
BALAJITELE,"Media, Entertainment & Publication",Media & Entertainment,Small Cap
BALAMINES,Chemicals,Specialty Chemicals,Small Cap
BALAXI,Healthcare,Pharmaceuticals,Small Cap
BALKRISIND,Automobile and Auto Components,Tyres & Rubber Products,Large Cap
BALMLAWRIE,Diversified,Diversified,Small Cap
BALPHARMA,Healthcare,Pharmaceuticals,Small Cap
BALRAMCHIN,FMCG,Sugar,Mid Cap
BALUFORGE,Capital Goods,Castings & Forgings,Small Cap
BANARBEADS,Consumer Durables,"Gems, Jewellery And Watches",Small Cap
BANARISUG,FMCG,Sugar,Small Cap
BANCOINDIA,Automobile and Auto Components,Auto Components & Equipments,Mid Cap
BANDHANBNK,Financial Services,Private Sector Bank,Large Cap
BANG,Textiles,Garments & Apparels,Small Cap
BANKA,Construction,Civil Construction,Small Cap
BANKBARODA,Financial Services,Public Sector Bank,Large Cap
BANKINDIA,Financial Services,Public Sector Bank,Large Cap
BANSALWIRE,Capital Goods,Iron & Steel Products,Small Cap
BANSWRAS,Textiles,Other Textile Products,Small Cap
BASF,Chemicals,Specialty Chemicals,Mid Cap
BATAINDIA,Consumer Durables,Footwear,Mid Cap
BAYERCROP,Chemicals,Pesticides & Agrochemicals,Large Cap
BBL,Capital Goods,Other Electrical Equipment,Small Cap
BBOX,Information Technology,IT Enabled Services,Mid Cap
BBTC,FMCG,Packaged Foods,Mid Cap
BBTCL,Capital Goods,Packaging,Small Cap
BCLIND,FMCG,Edible Oil,Small Cap
BCONCEPTS,Consumer Services,Speciality Retail,Small Cap
BDL,Capital Goods,Aerospace & Defense,Large Cap
BEARDSELL,Capital Goods,Plastic Products - Industrial,Small Cap
BECTORFOOD,FMCG,Packaged Foods,Mid Cap
BEDMUTHA,Capital Goods,Iron & Steel Products,Small Cap
BEL,Capital Goods,Aerospace & Defense,Large Cap
BELLACASA,consumer discretionary,textiles - products,Small Cap
BELRISE,Automobile and Auto Components,auto ancillaries,Mid Cap
BEML,Capital Goods,Construction Vehicles,Mid Cap
BEPL,Chemicals,Specialty Chemicals,Small Cap
BERGEPAINT,Consumer Durables,Paints,Large Cap
BETA,Healthcare,Pharmaceuticals,Small Cap
BFINVEST,Financial Services,Holding Company,Small Cap
BFUTILITIE,Services,"Road Assets–Toll, Annuity, Hybrid-Ann",Small Cap
BGRENERGY,Construction,Civil Construction,Small Cap
BHAGCHEM,Chemicals,Pesticides & Agrochemicals,Small Cap
BHAGERIA,Chemicals,Dyes And Pigments,Small Cap
BHAGYANGR,Metals & Mining,Copper,Small Cap
BHARATCOAL,Metals & Mining,mining / minerals / metals,Mid Cap
BHARATFORG,Automobile and Auto Components,Auto Components & Equipments,Large Cap
BHARATGEAR,Automobile and Auto Components,Auto Components & Equipments,Small Cap
BHARATRAS,Chemicals,Pesticides & Agrochemicals,Small Cap
BHARATSE,Automobile and Auto Components,auto ancillaries,Small Cap
BHARATWIRE,Capital Goods,Iron & Steel Products,Small Cap
BHARTIARTL,Telecommunication,Telecom - Cellular & Fixed line service,Large Cap
BHARTIHEXA,Telecommunication,Telecom - Cellular & Fixed line service,Large Cap
BHEL,Capital Goods,Heavy Electrical Equipment,Large Cap
BIGBLOC,Construction Materials,Cement & Cement Products,Small Cap
BIKAJI,FMCG,Packaged Foods,Mid Cap
BIL,Consumer Durables,Leather And Leather Products,Small Cap
BIOCON,Healthcare,Pharmaceuticals,Large Cap
BIOFILCHEM,Healthcare,Pharmaceuticals,Small Cap
BIRLACABLE,Telecommunication,Telecom - Equipment & Accessories,Small Cap
BIRLACORPN,Construction Materials,Cement & Cement Products,Mid Cap
BIRLAMONEY,Financial Services,Stockbroking & Allied,Small Cap
BIRLANU,building materials,Cement & Cement Products,Small Cap
BLACKBUCK,Services,Logistics Solution Provider,Mid Cap
BLAL,Realty,"Residential, Commercial Projects",Small Cap
BLISSGVS,Healthcare,Pharmaceuticals,Small Cap
BLKASHYAP,Construction,Civil Construction,Small Cap
BLS,Consumer Services,"Tour, Travel Related Services",Mid Cap
BLSE,Information Technology,IT Enabled Services,Small Cap
BLUECOAST,Consumer Services,Hotels & Resorts,Small Cap
BLUEDART,Services,Logistics Solution Provider,Mid Cap
BLUEJET,Healthcare,Pharmaceuticals,Mid Cap
BLUESTARCO,Consumer Durables,Household Appliances,Large Cap
BLUESTONE,consumer discretionary,diamond cutting / jewellery,Mid Cap
BLUSPRING,miscellaneous,diversified - large,Small Cap
BMWVENTLTD,Services,trading,Small Cap
BODALCHEM,Chemicals,Dyes And Pigments,Small Cap
BOMDYEING,Textiles,Other Textile Products,Small Cap
BOROLTD,Consumer Durables,Glass - Consumer,Small Cap
BORORENEW,Capital Goods,Glass - Industrial,Mid Cap
BOROSCI,Capital Goods,Glass - Industrial,Small Cap
BOSCHLTD,consumer discretionary,air-conditioners,Large Cap
BPCL,"Oil, Gas & Consumable Fuels",Refineries & Marketing,Large Cap
BPL,Consumer Durables,Consumer Electronics,Small Cap
BRIGADE,Realty,"Residential, Commercial Projects",Mid Cap
BRIGHOTEL,Services,Hotels & Resorts,Small Cap
BRITANNIA,FMCG,Packaged Foods,Large Cap
BROOKS,Healthcare,Pharmaceuticals,Small Cap
BSE,Financial Services,Exchange and Data Platform,Large Cap
BSHSL,FMCG,Other Agricultural Products,Small Cap
BSL,Textiles,Other Textile Products,Small Cap
BSOFT,Information Technology,Computers - Software & Consulting,Mid Cap
BUILDPRO,Services,trading,Small Cap
BUTTERFLY,Consumer Durables,Household Appliances,Small Cap
BVCL,Construction Materials,Cement & Cement Products,Small Cap
BYKE,Consumer Services,Hotels & Resorts,Small Cap
CAMLINFINE,Chemicals,Specialty Chemicals,Small Cap
CAMPUS,Consumer Durables,Footwear,Mid Cap
CAMS,Financial Services,"Depositories, Clearing Houses and Other",Mid Cap
CANBK,Financial Services,Public Sector Bank,Large Cap
CANFINHOME,Financial Services,Housing Finance Company,Mid Cap
CANHLIFE,Financial Services,Financial Institution,Mid Cap
CANTABIL,Textiles,Garments & Apparels,Small Cap
CAPACITE,Construction,Civil Construction,Small Cap
CAPILLARY,Information Technology,computers - software - medium / small,Small Cap
CAPITALSFB,Financial Services,Other Bank,Small Cap
CAPLIPOINT,Healthcare,Pharmaceuticals,Mid Cap
CARBORUNIV,Capital Goods,Abrasives & Bearings,Mid Cap
CARERATING,Financial Services,Ratings,Small Cap
CARRARO,Capital Goods,Auto Components & Equipments,Small Cap
CARTRADE,Consumer Services,E-Retail/ E-Commerce,Mid Cap
CARYSIL,Consumer Durables,Household Appliances,Small Cap
CASTROLIND,"Oil, Gas & Consumable Fuels",Lubricants,Mid Cap
CCL,FMCG,Tea & Coffee,Mid Cap
CDSL,Services,Diversified Commercial Services,Large Cap
CEATLTD,Automobile and Auto Components,Tyres & Rubber Products,Mid Cap
CEIGALL,Construction,Civil Construction,Small Cap
CELLO,Consumer Durables,Houseware,Mid Cap
CEMPRO,Realty,construction,Mid Cap
CENTENKA,Textiles,Other Textile Products,Small Cap
CENTRALBK,Financial Services,Public Sector Bank,Large Cap
CENTUM,Capital Goods,Industrial Products,Small Cap
CENTURYPLY,Consumer Durables,Plywood Boards/ Laminates,Mid Cap
CERA,Consumer Durables,Sanitary Ware,Mid Cap
CESC,Power,Integrated Power Utilities,Mid Cap
CEWATER,industrials,engineering,Small Cap
CGCL,Financial Services,Non Banking Financial Company (NBFC),Mid Cap
CGPOWER,Capital Goods,Heavy Electrical Equipment,Large Cap
CHALET,Consumer Services,Hotels & Resorts,Mid Cap
CHAMBLFERT,Chemicals,Fertilizers,Mid Cap
CHEMBOND,Chemicals,Specialty Chemicals,Small Cap
CHEMBONDCH,Chemicals,chemicals,Small Cap
CHEMCON,Chemicals,Specialty Chemicals,Small Cap
CHEMFAB,Chemicals,Commodity Chemicals,Small Cap
CHEMPLASTS,Chemicals,Commodity Chemicals,Small Cap
CHENNPETRO,"Oil, Gas & Consumable Fuels",Refineries & Marketing,Mid Cap
CHEVIOT,Forest Materials,Jute & Jute Products,Small Cap
CHOICEIN,Financial Services,Holding Company,Mid Cap
CHOLAFIN,Financial Services,Non Banking Financial Company (NBFC),Large Cap
CHOLAHLDNG,Financial Services,Investment Company,Large Cap
CIEINDIA,Automobile and Auto Components,Auto Components & Equipments,Mid Cap
CIFL,Financial Services,Financial Institution,Small Cap
CIGNITITEC,Information Technology,IT Enabled Services,Small Cap
CINELINE,"Media, Entertainment & Publication","Film Production, Distribution & Exhibit",Small Cap
CIPLA,Healthcare,Pharmaceuticals,Large Cap
CLEAN,Chemicals,Specialty Chemicals,Mid Cap
CLEDUCATE,Consumer Services,Education,Small Cap
CLSEL,FMCG,Other Agricultural Products,Small Cap
CMSINFO,Services,Diversified Commercial Services,Small Cap
CNL,Diversified,Diversified Commercial Services,Small Cap
COALINDIA,"Oil, Gas & Consumable Fuels",Coal,Large Cap
COASTCORP,FMCG,Seafood,Small Cap
COCHINSHIP,Capital Goods,Ship Building & Allied Services,Large Cap
COFFEEDAY,Consumer Services,Restaurants,Small Cap
COFORGE,Information Technology,Computers - Software & Consulting,Mid Cap
COHANCE,Financial ServHealthcareices,pharmaceuticals - indian - bulk drugs & formln,Mid Cap
COLPAL,FMCG,Personal Care,Large Cap
COMSYN,Capital Goods,Packaging,Small Cap
CONCOR,Services,Logistics Solution Provider,Large Cap
CONCORDBIO,Healthcare,Pharmaceuticals,Mid Cap
CONFIPET,"Oil, Gas & Consumable Fuels",LPG/CNG/PNG/LNG Supplier,Small Cap
CONSOFINVT,Financial Services,Non Banking Financial Company (NBFC),Small Cap
CONTROLPR,Information Technology,Computers Hardware & Equipments,Small Cap
CORALFINAC,Services,Diversified Commercial Services,Small Cap
CORDSCABLE,Capital Goods,Cables - Electricals,Small Cap
COROMANDEL,Chemicals,Fertilizers,Large Cap
CORONA,Financial ServHealthcareices,pharmaceuticals - indian - bulk drugs & formln,Mid Cap
COSMOFIRST,Capital Goods,Packaging,Small Cap
CPCAP,Financial Services,Financial Institution,Small Cap
CPEDU,Services,miscellaneous,Small Cap
CPPLUS,consumer discretionary,trading,Large Cap
CRAFTSMAN,Automobile and Auto Components,Auto Components & Equipments,Mid Cap
CRAMC,Financial Services,Financial Institution,Small Cap
CREDITACC,Financial Services,Microfinance Institutions,Mid Cap
CREST,Financial Services,Non Banking Financial Company (NBFC),Small Cap
CRISIL,Financial Services,Other Financial Services,Large Cap
CRIZAC,Services,miscellaneous,Small Cap
CROMPTON,Consumer Durables,Household Appliances,Mid Cap
CROWN,Services,Logistics Solution Provider,Small Cap
CSBBANK,Financial Services,Private Sector Bank,Mid Cap
CSLFINANCE,Financial Services,Non Banking Financial Company (NBFC),Small Cap
CTE,Information Technology,Computers - Software & Consulting,Small Cap
CUB,Financial Services,Private Sector Bank,Mid Cap
CUBEXTUB,Capital Goods,"Aluminium, Copper & Zinc Products",Small Cap
CUMMINSIND,Capital Goods,"Compressors, Pumps & Diesel Engines",Large Cap
CUPID,FMCG,Personal Care,Mid Cap
CURAA,Information Technology,computers - software - medium / small,Small Cap
CYBERTECH,Information Technology,Computers - Software & Consulting,Small Cap
CYIENT,Information Technology,IT Enabled Services,Mid Cap
CYIENTDLM,Capital Goods,Industrial Products,Small Cap
DABUR,FMCG,Personal Care,Large Cap
DALBHARAT,Construction Materials,Cement & Cement Products,Large Cap
DALMIASUG,FMCG,Sugar,Small Cap
DAMCAPITAL,Financial Services,Financial Institution,Small Cap
DAMODARIND,Textiles,Other Textile Products,Small Cap
DATAMATICS,Information Technology,IT Enabled Services,Small Cap
DATAPATTNS,Capital Goods,Aerospace & Defense,Mid Cap
DBCORP,"Media, Entertainment & Publication",Print Media,Small Cap
DBEIL,Construction,Civil Construction,Small Cap
DBL,Construction,Civil Construction,Mid Cap
DBOL,FMCG,Sugar,Small Cap
DBREALTY,Realty,"Residential, Commercial Projects",Small Cap
DCAL,Healthcare,Pharmaceuticals,Small Cap
DCBBANK,Financial Services,Private Sector Bank,Mid Cap
DCI,Information Technology,Computers Hardware & Equipments,Small Cap
DCM,Information Technology,IT Enabled Services,Small Cap
DCMNVL,Textiles,Other Textile Products,Small Cap
DCMSHRIRAM,Diversified,Diversified,Mid Cap
DCMSRIND,FMCG,Sugar,Small Cap
DCW,Chemicals,Petrochemicals,Small Cap
DCXINDIA,Capital Goods,Aerospace & Defense,Small Cap
DDEVPLSTIK,Chemicals,chemicals,Small Cap
DECCANCE,Construction Materials,Cement & Cement Products,Small Cap
DEEDEV,Capital Goods,Industrial Products,Small Cap
DEEPAKFERT,Chemicals,Commodity Chemicals,Mid Cap
DEEPAKNTR,Chemicals,Specialty Chemicals,Mid Cap
DEEPINDS,"Oil, Gas & Consumable Fuels",Offshore Support Solution Drilling,Small Cap
DELHIVERY,Services,Logistics Solution Provider,Large Cap
DELPHIFX,Financial Services,Other Financial Services,Small Cap
DELTACORP,Consumer Services,Amusement Parks/ Other Recreation,Small Cap
DELTAMAGNT,Capital Goods,Other Industrial Products,Small Cap
DEN,"Media, Entertainment & Publication",TV Broadcasting & Software Production,Small Cap
DENORA,Capital Goods,Electrodes & Refractories,Small Cap
DENTA,Realty,construction,Small Cap
DEVIT,Information Technology,IT Enabled Services,Small Cap
DEVX,miscellaneous,miscellaneous,Small Cap
DEVYANI,Consumer Services,Restaurants,Mid Cap
DGCONTENT,"Media, Entertainment & Publication",Advertising & Media Agencies,Small Cap
DHAMPURSUG,FMCG,Sugar,Small Cap
DHANUKA,Chemicals,Pesticides & Agrochemicals,Small Cap
DHARMAJ,Chemicals,Pesticides & Agrochemicals,Small Cap
DHRUV,Services,Consulting Services,Small Cap
DHUNINV,Financial Services,Investment Company,Small Cap
DIACABS,Capital Goods,Other Electrical Equipment,Mid Cap
DIAMINESQ,Chemicals,Specialty Chemicals,Small Cap
DIAMONDYD,FMCG,Packaged Foods,Small Cap
DICIND,Chemicals,Printing Inks,Small Cap
DIFFNKG,Capital Goods,Other Industrial Products,Small Cap
DIGITIDE,Information Technology,computers - software - medium / small,Small Cap
DIGJAMLMTD,Textiles,Other Textile Products,Small Cap
DIVGIITTS,Automobile and Auto Components,Auto Components & Equipments,Small Cap
DIVISLAB,Healthcare,Pharmaceuticals,Large Cap
DIXON,Consumer Durables,Consumer Electronics,Large Cap
DJML,Services,Logistics Solution Provider,Small Cap
DLF,Realty,"Residential, Commercial Projects",Large Cap
DLINKINDIA,Information Technology,Computers Hardware & Equipments,Small Cap
DMART,Consumer Services,Diversified Retail,Large Cap
DMCC,Chemicals,Specialty Chemicals,Small Cap
DODLA,FMCG,Dairy Products,Mid Cap
DOLATALGO,Financial Services,Stockbroking & Allied,Small Cap
DOLLAR,Textiles,Garments & Apparels,Small Cap
DOLPHIN,"Oil, Gas & Consumable Fuels",Offshore Support Solution Drilling,Small Cap
DOMS,FMCG,Stationary,Mid Cap
DONEAR,Textiles,Other Textile Products,Small Cap
DPABHUSHAN,Consumer Durables,"Gems, Jewellery And Watches",Small Cap
DPWIRES,Capital Goods,Iron & Steel Products,Small Cap
DREAMFOLKS,Services,Airport & Airport services,Small Cap
DREDGECORP,Services,Dredging,Small Cap
DRREDDY,Healthcare,Pharmaceuticals,Small Cap
DSSL,Information Technology,IT Enabled Services,Small Cap
DTIL,FMCG,Tea & Coffee,Small Cap
DVL,Diversified,Diversified,Small Cap
DWARKESH,FMCG,Sugar,Small Cap
DYCL,Capital Goods,Cables - Electricals,Small Cap
DYNAMATECH,Capital Goods,Industrial Products,Mid Cap
DYNPRO,Chemicals,Specialty Chemicals,Small Cap
E2E,Information Technology,IT Enabled Services,Small Cap
EBGNG,Services,trading,Small Cap
ECLERX,Services,Business Process Outsourcing (BPO)/ Kno,Mid Cap
ECOSMOBLTY,Services,Road Transport,Small Cap
